code	level	term	prefix	range	group
9270/3	Synonym	Ameloblastic carcinoma	927	927-934	Odontogenic tumors
9270/3	Synonym	Odontogenic carcinoma	927	927-934	Odontogenic tumors
9270/3	Synonym	Odontogenic sarcoma	927	927-934	Odontogenic tumors
9270/3	Synonym	Primary intraosseous carcinoma	927	927-934	Odontogenic tumors
9271/0	Preferred	Ameloblastic fibrodentinoma	927	927-934	Odontogenic tumors
9271/0	Synonym	Dentinoma	927	927-934	Odontogenic tumors
9272/0	Preferred	Cementoma, NOS	927	927-934	Odontogenic tumors
9272/0	Synonym	Periapical cemental dysplasia	927	927-934	Odontogenic tumors
9272/0	Synonym	Periapical cemento-osseous dysplasia	927	927-934	Odontogenic tumors
9273/0	Preferred	Cementoblastoma, benign	927	927-934	Odontogenic tumors
9274/0	Preferred	Cemento-ossifying fibroma	927	927-934	Odontogenic tumors
9275/0	Preferred	Gigantiform cementoma	927	927-934	Odontogenic tumors
9275/0	Synonym	Florid osseous dysplasia	927	927-934	Odontogenic tumors
9280/0	Preferred	Odontoma, NOS	928	927-934	Odontogenic tumors
9281/0	Preferred	Compound odontoma	928	927-934	Odontogenic tumors
9282/0	Preferred	Complex odontoma	928	927-934	Odontogenic tumors
9290/0	Preferred	Ameloblastic fibro-odontoma	929	927-934	Odontogenic tumors
9290/0	Synonym	Fibroameloblastic odontoma	929	927-934	Odontogenic tumors
9290/3	Preferred	Ameloblastic odontosarcoma	929	927-934	Odontogenic tumors
9290/3	Synonym	Ameloblastic fibro-odontosarcoma	929	927-934	Odontogenic tumors
9290/3	Synonym	Ameloblastic fibrodentinosarcoma	929	927-934	Odontogenic tumors
9300/0	Preferred	Adenomatoid odontogenic tumor	930	927-934	Odontogenic tumors
9300/0	Synonym	Adenoameloblastoma	930	927-934	Odontogenic tumors
9301/0	Preferred	Calcifying odontogenic cyst	930	927-934	Odontogenic tumors
9302/0	Preferred	Dentinogenic ghost cell tumor	930	927-934	Odontogenic tumors
9302/0	Synonym	Odontogenic ghost cell tumor	930	927-934	Odontogenic tumors
9302/3	Preferred	Ghost cell odontogenic carcinoma	930	927-934	Odontogenic tumors
9310/0	Preferred	Ameloblastoma, NOS	931	927-934	Odontogenic tumors
9310/0	Synonym	Adamantinoma, NOS	931	927-934	Odontogenic tumors
9310/3	Preferred	Ameloblastoma, metastasizing	931	927-934	Odontogenic tumors
9310/3	Synonym	Ameloblastoma, malignant	931	927-934	Odontogenic tumors
9310/3	Synonym	Adamantinoma, malignant	931	927-934	Odontogenic tumors
9311/0	Preferred	Odontoameloblastoma	931	927-934	Odontogenic tumors
9312/0	Preferred	Squamous odontogenic tumor	931	927-934	Odontogenic tumors
9320/0	Preferred	Odontogenic myxoma	932	927-934	Odontogenic tumors
9320/0	Synonym	Odontogenic myxofibroma	932	927-934	Odontogenic tumors
9321/0	Preferred	Odontogenic fibroma, NOS	932	927-934	Odontogenic tumors
9321/0	Synonym	Central odontogenic fibroma	932	927-934	Odontogenic tumors
9322/0	Preferred	Peripheral odontogenic fibroma	932	927-934	Odontogenic tumors
9330/0	Preferred	Ameloblastic fibroma	933	927-934	Odontogenic tumors
9330/3	Preferred	Ameloblastic fibrosarcoma	933	927-934	Odontogenic tumors
9330/3	Synonym	Ameloblastic sarcoma	933	927-934	Odontogenic tumors
9330/3	Synonym	Odontogenic fibrosarcoma	933	927-934	Odontogenic tumors
9340/0	Preferred	Calcifying epithelial odontogenic tumor	934	927-934	Odontogenic tumors
9340/0	Synonym	Pindborg tumor	934	927-934	Odontogenic tumors
9341/3	Preferred	Clear cell odontogenic carcinoma	934	927-934	Odontogenic tumors
9341/3	Synonym	Clear cell odontogenic tumor	934	927-934	Odontogenic tumors
9342/3	Preferred	Odontogenic carcinosarcoma	934	927-934	Odontogenic tumors
9350/1	Preferred	Craniopharyngioma	935	935-937	Miscellaneous tumors
9350/1	Synonym	Rathke pouch tumor	935	935-937	Miscellaneous tumors
9351/1	Preferred	Craniopharyngioma, adamantinomatous	935	935-937	Miscellaneous tumors
9352/1	Preferred	Craniopharyngioma, papillary	935	935-937	Miscellaneous tumors
9360/1	Preferred	Pinealoma	936	935-937	Miscellaneous tumors
9361/1	Preferred	Pineocytoma	936	935-937	Miscellaneous tumors
9362/3	Preferred	Pineoblastoma	936	935-937	Miscellaneous tumors
9362/3	Synonym	Mixed pineocytoma-pineoblastoma	936	935-937	Miscellaneous tumors
9363/0	Preferred	Melanotic neuroectodermal tumor	936	935-937	Miscellaneous tumors
9363/0	Synonym	Melanoameloblastoma	936	935-937	Miscellaneous tumors
9363/0	Synonym	Melanotic progonoma	936	935-937	Miscellaneous tumors
9363/0	Synonym	Retinal anlage tumor	936	935-937	Miscellaneous tumors
9364/3	Preferred	Ewing sarcoma	936	935-937	Miscellaneous tumors
9364/3	Synonym	Peripheral neuroectodermal tumor	936	935-937	Miscellaneous tumors
9364/3	Synonym	PPNET	936	935-937	Miscellaneous tumors
9365/3	Preferred	Askin tumor	936	935-937	Miscellaneous tumors
9370/0	Preferred	Benign notochordal tumor	937	935-937	Miscellaneous tumors
9370/3	Preferred	Chordoma, NOS	937	935-937	Miscellaneous tumors
9371/3	Preferred	Chondroid chordoma	937	935-937	Miscellaneous tumors
9372/3	Preferred	Dedifferentiated chordoma	937	935-937	Miscellaneous tumors
9373/0	Preferred	Parachordoma	937	935-937	Miscellaneous tumors
9380/3	Preferred	Glioma, malignant	938	938-948	Gliomas
9380/3	Synonym	Glioma, NOS	938	938-948	Gliomas
9381/3	Preferred	Gliomatosis cerebri	938	938-948	Gliomas
9382/3	Preferred	Oligoastrocytoma, NOS	938	938-948	Gliomas
9382/3	Synonym	Mixed glioma	938	938-948	Gliomas
9382/3	Synonym	Anaplastic oligoastrocytoma	938	938-948	Gliomas
9383/1	Preferred	Subependymoma	938	938-948	Gliomas
9383/1	Synonym	Subependymal astrocytoma, NOS	938	938-948	Gliomas
9383/1	Synonym	Subependymal glioma	938	938-948	Gliomas
9384/1	Preferred	Subependymal giant cell astrocytoma	938	938-948	Gliomas
9385/3	Preferred	Diffuse midline glioma, H3 K27M-mutant	938	938-948	Gliomas
9390/0	Preferred	Choroid plexus papilloma, NOS	939	938-948	Gliomas
9390/1	Preferred	Atypical choroid plexus papilloma	939	938-948	Gliomas
9390/3	Preferred	Choroid plexus carcinoma	939	938-948	Gliomas
9390/3	Synonym	Choroid plexus papilloma, anaplastic	939	938-948	Gliomas
9390/3	Synonym	Choroid plexus papilloma, malignant	939	938-948	Gliomas
9391/1	Preferred	Sellar ependymoma	939	938-948	Gliomas
9391/3	Preferred	Ependymoma, NOS	939	938-948	Gliomas
9391/3	Synonym	Epithelial ependymoma	939	938-948	Gliomas
9392/3	Preferred	Ependymoma, anaplastic	939	938-948	Gliomas
9392/3	Synonym	Ependymoblastoma	939	938-948	Gliomas
9393/3	Preferred	Papillary ependymoma	939	938-948	Gliomas
9394/1	Preferred	Myxopapillary ependymoma	939	938-948	Gliomas
9395/3	Preferred	Papillary tumor of the pineal region	939	938-948	Gliomas
9396/3	Preferred	Ependymoma, RELA fusion-positive	939	938-948	Gliomas
9400/3	Preferred	Astrocytoma, NOS	940	938-948	Gliomas
9400/3	Synonym	Astrocytic glioma	940	938-948	Gliomas
9400/3	Synonym	Astroglioma	940	938-948	Gliomas
9401/3	Preferred	Astrocytoma, anaplastic	940	938-948	Gliomas
9410/3	Preferred	Protoplasmic astrocytoma	941	938-948	Gliomas
9411/3	Preferred	Gemistocytic astrocytoma, NOS	941	938-948	Gliomas
9411/3	Synonym	Gemistocytc astrocytoma, IDH-mutant	941	938-948	Gliomas
9411/3	Synonym	Gemistocytoma	941	938-948	Gliomas
9412/1	Preferred	Desmoplastic infantile astrocytoma	941	938-948	Gliomas
9413/0	Preferred	Dysembryoplastic neuroepithelial tumor	941	938-948	Gliomas
9420/3	Preferred	Fibrillary astrocytoma	942	938-948	Gliomas
9420/3	Synonym	Fibrous astrocytoma	942	938-948	Gliomas
9421/1	Preferred	Pilocytic astrocytoma	942	938-948	Gliomas
9421/1	Synonym	Spongioblastoma, NOS	942	938-948	Gliomas
9421/1	Synonym	Juvenile astrocytoma	942	938-948	Gliomas
9421/1	Synonym	Piloid astrocytoma	942	938-948	Gliomas
9423/3	Preferred	Polar spongioblastoma	942	938-948	Gliomas
9423/3	Synonym	Primitive polar spongioblastoma	942	938-948	Gliomas
9423/3	Synonym	Spongioblastoma polare	942	938-948	Gliomas
9424/3	Preferred	Pleomorphic xanthoastrocytoma	942	938-948	Gliomas
9425/3	Preferred	Pilomyxoid astrocytoma	942	938-948	Gliomas
9430/3	Preferred	Astroblastoma	943	938-948	Gliomas
9431/1	Preferred	Angiocentric glioma	943	938-948	Gliomas
9432/1	Preferred	Pituicytoma	943	938-948	Gliomas
9440/3	Preferred	Glioblastoma, NOS	944	938-948	Gliomas
9440/3	Synonym	Glioblastoma multiforme	944	938-948	Gliomas
9440/3	Synonym	Spongioblastoma multiforme	944	938-948	Gliomas
9441/3	Preferred	Giant cell glioblastoma	944	938-948	Gliomas
9441/3	Synonym	Monstrocellular sarcoma	944	938-948	Gliomas
9442/1	Preferred	Gliofibroma	944	938-948	Gliomas
9442/3	Preferred	Gliosarcoma	944	938-948	Gliomas
9442/3	Synonym	Glioblastoma with sarcomatous component	944	938-948	Gliomas
9444/1	Preferred	Chordoid glioma	944	938-948	Gliomas
9445/3	Preferred	Glioblastoma, IDH-mutant	944	938-948	Gliomas
9445/3	Synonym	Glioblastoma, secondary, IDH-mutant	944	938-948	Gliomas
9450/3	Preferred	Oligodendroglioma, NOS	945	938-948	Gliomas
9451/3	Preferred	Oligodendroglioma, anaplastic, NOS	945	938-948	Gliomas
9460/3	Preferred	Oligodendroblastoma	946	938-948	Gliomas
9470/3	Preferred	Medulloblastoma, NOS	947	938-948	Gliomas
9471/3	Preferred	Desmoplastic nodular medulloblastoma	947	938-948	Gliomas
9471/3	Synonym	Circumscribed arachnoidal cerebellar sarcoma	947	938-948	Gliomas
9471/3	Synonym	Desmoplastic medulloblastoma	947	938-948	Gliomas
9472/3	Preferred	Medullomyoblastoma	947	938-948	Gliomas
9473/3	Preferred	CNS embryonal tumor, NOS	947	938-948	Gliomas
9473/3	Synonym	Primitive neuroectodermal tumor, NOS	947	938-948	Gliomas
9473/3	Synonym	PNET, NOS	947	938-948	Gliomas
9473/3	Synonym	CPNET	947	938-948	Gliomas
9474/3	Preferred	Large cell medulloblastoma	947	938-948	Gliomas
9475/3	Preferred	Medullobloastoma, WNT-activated, NOS	947	938-948	Gliomas
9476/3	Preferred	Medulloblastoma, SHH-activated and TP53-mutant	947	938-948	Gliomas
9477/3	Preferred	Medulloblastoma, non-WNT/non-SHH	947	938-948	Gliomas
9478/3	Preferred	Embryonal tumor with multilayered rosettes with C19MC alteration	947	938-948	Gliomas
9480/3	Preferred	Cerebellar sarcoma, NOS	948	938-948	Gliomas
9490/0	Preferred	Ganglioneuroma	949	949-952	Neuroepitheliomatous neoplasms
9490/3	Preferred	Ganglioneuroblastoma	949	949-952	Neuroepitheliomatous neoplasms
9491/0	Preferred	Ganglioneuromatosis	949	949-952	Neuroepitheliomatous neoplasms
9492/0	Preferred	Gangliocytoma, NOS	949	949-952	Neuroepitheliomatous neoplasms
9493/0	Preferred	Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)	949	949-952	Neuroepitheliomatous neoplasms
9500/3	Preferred	Neuroblastoma, NOS	950	949-952	Neuroepitheliomatous neoplasms
9500/3	Synonym	Central neuroblastoma	950	949-952	Neuroepitheliomatous neoplasms
9500/3	Synonym	CNS neuroblastoma	950	949-952	Neuroepitheliomatous neoplasms
9500/3	Synonym	Sympathicoblastoma	950	949-952	Neuroepitheliomatous neoplasms
9501/0	Preferred	Medulloepithelioma, benign	950	949-952	Neuroepitheliomatous neoplasms
9501/0	Synonym	Diktyoma, benign	950	949-952	Neuroepitheliomatous neoplasms
9501/3	Preferred	Medulloepithelioma, NOS	950	949-952	Neuroepitheliomatous neoplasms
9501/3	Synonym	Diktyoma, malignant	950	949-952	Neuroepitheliomatous neoplasms
9502/0	Preferred	Teratoid medulloepithelioma, benign	950	949-952	Neuroepitheliomatous neoplasms
9502/3	Preferred	Teratoid medulloepithelioma, NOS	950	949-952	Neuroepitheliomatous neoplasms
9503/3	Preferred	Neuroepithelioma, NOS	950	949-952	Neuroepitheliomatous neoplasms
9504/3	Preferred	Spongioneuroblastoma	950	949-952	Neuroepitheliomatous neoplasms
9505/1	Preferred	Ganglioglioma, NOS	950	949-952	Neuroepitheliomatous neoplasms
9505/1	Synonym	Glioneuroma	950	949-952	Neuroepitheliomatous neoplasms
9505/1	Synonym	Neuroastrocytoma	950	949-952	Neuroepitheliomatous neoplasms
9505/3	Preferred	Ganglioglioma, anaplastic	950	949-952	Neuroepitheliomatous neoplasms
9506/1	Preferred	Central neurocytoma	950	949-952	Neuroepitheliomatous neoplasms
9506/1	Synonym	Neurocytoma, NOS	950	949-952	Neuroepitheliomatous neoplasms
9506/1	Synonym	Lipomatous medulloblastoma	950	949-952	Neuroepitheliomatous neoplasms
9506/1	Synonym	Medullocytoma	950	949-952	Neuroepitheliomatous neoplasms
9506/1	Synonym	Neurolipocytoma	950	949-952	Neuroepitheliomatous neoplasms
9507/0	Preferred	Pacinian tumor	950	949-952	Neuroepitheliomatous neoplasms
9508/3	Preferred	Atypical teratoid/rhabdoid tumor	950	949-952	Neuroepitheliomatous neoplasms
9509/1	Preferred	Papillary glioneuronal tumor	950	949-952	Neuroepitheliomatous neoplasms
9510/0	Preferred	Retinocytoma	951	949-952	Neuroepitheliomatous neoplasms
9510/3	Preferred	Retinoblastoma, NOS	951	949-952	Neuroepitheliomatous neoplasms
9511/3	Preferred	Retinoblastoma, differentiated	951	949-952	Neuroepitheliomatous neoplasms
9512/3	Preferred	Retinoblastoma, undifferentiated	951	949-952	Neuroepitheliomatous neoplasms
9513/3	Preferred	Retinoblastoma, diffuse	951	949-952	Neuroepitheliomatous neoplasms
9514/1	Preferred	Retinoblastoma, spontaneously regressed	951	949-952	Neuroepitheliomatous neoplasms
9520/3	Preferred	Olfactory neurogenic tumor	952	949-952	Neuroepitheliomatous neoplasms
9521/3	Preferred	Olfactory neurocytoma	952	949-952	Neuroepitheliomatous neoplasms
9521/3	Synonym	Esthesioneurocytoma	952	949-952	Neuroepitheliomatous neoplasms
9522/3	Preferred	Olfactory neuroblastoma	952	949-952	Neuroepitheliomatous neoplasms
9522/3	Synonym	Esthesioneuroblastoma	952	949-952	Neuroepitheliomatous neoplasms
9523/3	Preferred	Olfactory neuroepithelioma	952	949-952	Neuroepitheliomatous neoplasms
9523/3	Synonym	Esthesioneuroepithelioma	952	949-952	Neuroepitheliomatous neoplasms
9530/0	Preferred	Meningioma, NOS	953	953	Meningiomas
9530/3	Preferred	Meningioma, malignant	953	953	Meningiomas
9530/3	Synonym	Leptomeningeal sarcoma	953	953	Meningiomas
9530/3	Synonym	Meningeal sarcoma	953	953	Meningiomas
9530/3	Synonym	Meningioma, anaplastic	953	953	Meningiomas
9530/3	Synonym	Meningothelial sarcoma	953	953	Meningiomas
9531/0	Preferred	Meningothelial meningioma	953	953	Meningiomas
9531/0	Synonym	Endotheliomatous meningioma	953	953	Meningiomas
9531/0	Synonym	Syncytial meningioma	953	953	Meningiomas
9532/0	Preferred	Fibrous meningioma	953	953	Meningiomas
9532/0	Synonym	Fibroblastic meningioma	953	953	Meningiomas
9533/0	Preferred	Psammomatous meningioma	953	953	Meningiomas
9534/0	Preferred	Angiomatous meningioma	953	953	Meningiomas
9535/0	Preferred	Hemangioblastic meningioma	953	953	Meningiomas
9535/0	Synonym	Angioblastic meningioma	953	953	Meningiomas
9537/0	Preferred	Transitional meningioma	953	953	Meningiomas
9537/0	Synonym	Mixed meningioma	953	953	Meningiomas
9538/1	Preferred	Clear cell meningioma	953	953	Meningiomas
9538/3	Preferred	Papillary meningioma	953	953	Meningiomas
9539/1	Preferred	Atypical meningioma	953	953	Meningiomas
9539/3	Preferred	Meningeal sarcomatosis	953	953	Meningiomas
9540/0	Preferred	Neurofibroma, NOS	954	954-957	Nerve sheath tumors
9540/3	Preferred	Malignant peripheral nerve sheath tumor, NOS	954	954-957	Nerve sheath tumors
9540/3	Synonym	MPNST, NOS	954	954-957	Nerve sheath tumors
9540/3	Synonym	Neurofibrosarcoma	954	954-957	Nerve sheath tumors
9540/3	Synonym	Neurogenic sarcoma	954	954-957	Nerve sheath tumors
9540/3	Synonym	Neurosarcoma	954	954-957	Nerve sheath tumors
9541/0	Preferred	Melanotic neurofibroma	954	954-957	Nerve sheath tumors
9542/3	Preferred	Malignant peripheral nerve sheath tumor, epithelioid	954	954-957	Nerve sheath tumors
9542/3	Synonym	Epithelioid MPNST	954	954-957	Nerve sheath tumors
9550/0	Preferred	Plexiform neurofibroma	955	954-957	Nerve sheath tumors
9550/0	Synonym	Plexiform neuroma	955	954-957	Nerve sheath tumors
9560/0	Preferred	Schwannoma, NOS	956	954-957	Nerve sheath tumors
9560/0	Synonym	Neurilemoma, NOS	956	954-957	Nerve sheath tumors
9560/0	Synonym	Neurinoma	956	954-957	Nerve sheath tumors
9560/1	Preferred	Melanotic schwannoma	956	954-957	Nerve sheath tumors
9560/1	Synonym	Pigmented schwannoma	956	954-957	Nerve sheath tumors
9560/3	Preferred	Neurilemoma, malignant	956	954-957	Nerve sheath tumors
9560/3	Synonym	Malignant schwannoma, NOS	956	954-957	Nerve sheath tumors
9560/3	Synonym	Neurilemosarcoma	956	954-957	Nerve sheath tumors
9561/3	Preferred	Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation	956	954-957	Nerve sheath tumors
9561/3	Synonym	Malignant schwannoma with rhabdomyoblastic differentiation	956	954-957	Nerve sheath tumors
9561/3	Synonym	MPNST with rhabdomyoblastic differentiation	956	954-957	Nerve sheath tumors
9561/3	Synonym	Triton tumor, malignant	956	954-957	Nerve sheath tumors
9562/0	Preferred	Nerve sheath myxoma	956	954-957	Nerve sheath tumors
9562/0	Synonym	Neurothekeoma	956	954-957	Nerve sheath tumors
9563/0	Preferred	Nerve sheath tumor, NOS	956	954-957	Nerve sheath tumors
9570/0	Preferred	Neuroma, NOS	957	954-957	Nerve sheath tumors
9571/0	Preferred	Perineurioma, NOS	957	954-957	Nerve sheath tumors
9571/3	Preferred	Perineurioma, malignant	957	954-957	Nerve sheath tumors
9580/0	Preferred	Granular cell tumor, NOS	958	958	Granular cell tumors and alveolar soft part sarcomas
9580/0	Synonym	Granular cell myoblastoma, NOS	958	958	Granular cell tumors and alveolar soft part sarcomas
9580/3	Preferred	Granular cell tumor, malignant	958	958	Granular cell tumors and alveolar soft part sarcomas
9580/3	Synonym	Granular cell myoblastoma, malignant	958	958	Granular cell tumors and alveolar soft part sarcomas
9581/3	Preferred	Alveolar soft part sarcoma	958	958	Granular cell tumors and alveolar soft part sarcomas
9582/0	Preferred	Granular cell tumor of the sellar region	958	958	Granular cell tumors and alveolar soft part sarcomas
9590/3	Preferred	Malignant lymphoma, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9590/3	Synonym	Lymphoma, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9590/3	Synonym	Microglioma	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/1	Preferred	Monoclonal B-cell lymphocytosis, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Preferred	Malignant lymphoma, non-Hodgkin, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Non-Hodgkin lymphoma, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Lymphosarcoma, diffuse	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Reticulosarcoma, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Reticulum cell sarcoma, diffuse	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Reticulosarcoma, diffuse	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Malignant lymphoma, cleaved cell, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Malignant lymphoma, small cleaved cell, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Malignant lymphoma, undifferentiated cell type, NOS	959	959-972	Hodgkin and non-Hodgkin lymphomas
9591/3	Synonym	Malignant lymphoma, undifferentiated cell, non-Burkitt	959	959-972	Hodgkin and non-Hodgkin lymphomas
9596/3	Preferred	Composite Hodgkin and non-Hodgkin lymphoma	959	959-972	Hodgkin and non-Hodgkin lymphomas
9597/3	Preferred	Primary cutaneous follicle centre lymphoma	959	959-972	Hodgkin and non-Hodgkin lymphomas
